1.692103729729730333e+01,-1.550428450450449169e+01,-4.099785016216213762e+02
-1.393915189189188553e+01,1.142658738738736357e+00,-3.856948637837840010e+02
1.675818594594594657e+01,-5.408203423423426415e+00,-3.526863340540538161e+02
-1.513146810810810727e+01,-4.664352072072073696e+00,-3.276632664864861795e+02
1.356960486486486950e+01,2.884161441441442264e+00,-2.982232475675677961e+02
-1.345515459459458896e+01,-9.782573693693692007e+00,-2.702394097297299140e+02
1.117948054054053841e+01,1.106587495495496043e+01,-2.404427854054055445e+02
-1.037611135135135854e+01,-1.391908990990990524e+01,-2.129487367567566309e+02
2.894837297297292444e+00,1.746906414414414499e+01,-1.841342016216215995e+02
-5.260276216216216660e+00,-1.359726558558558374e+01,-1.551720989189191187e+02
-5.338041081081084549e+00,2.069301279279278560e+01,-1.298080556756757460e+02
3.294496756756755129e+00,-1.045700882882883320e+01,-9.771515297297298730e+01
-1.127777081081081256e+01,1.718442360360358734e+01,-7.188387729729743114e+01
8.839656216216219775e+00,-5.419660180180189357e+00,-4.304306108108114870e+01
-1.524866270270269908e+01,1.149610468468469016e+01,-1.462671783783793522e+01
1.465079945945946704e+01,-1.240881801801799744e+00,1.492247675675666052e+01
-1.768963297297295512e+01,5.042172252252249187e+00,4.248023081081073116e+01
1.610884540540538623e+01,7.329634414414416987e+00,7.153266594594585115e+01
-1.499131945945946676e+01,-9.347790990991020621e-01,9.944745243243228572e+01
1.388711027027027889e+01,1.282141279279279367e+01,1.268741659459458333e+02
-8.013876216216218040e+00,-7.525538558558552360e+00,1.572606172972969887e+02
8.635326486486478714e+00,1.617253981981981070e+01,1.840805686486485229e+02
-1.863219459459461991e+00,-1.313846828828828528e+01,2.119748605405404760e+02
1.486669729729730438e+00,1.518992360360359761e+01,2.413032524324325720e+02
4.309556216216215319e+00,-1.807998450450449823e+01,2.698429254054054240e+02
-5.610384324324329874e+00,1.250278036036035800e+01,2.983228010810809678e+02
1.229226432432432325e+01,-1.706758990990991265e+01,3.265487064864864237e+02
-9.850916756756753045e+00,5.522420900900899987e+00,3.550815929729729419e+02
1.582569135135134886e+01,-1.423506288288287713e+01,3.820218308108107408e+02
-1.260757621621621460e+01,-5.541441261261263129e+00,4.125661632432434658e+02
