1.684676279279279854e+01,-1.457826540540539995e+01,-4.099335150450448850e+02
-1.376745882882884331e+01,1.737026486486484167e+00,-3.853857420720719347e+02
1.685468171171172003e+01,-4.939751891891892122e+00,-3.526970636936937922e+02
-1.495458585585586597e+01,-4.208587027027029137e+00,-3.273860880180181425e+02
1.383208441441441217e+01,3.150850810810805314e+00,-2.980207961261261858e+02
-1.334276153153153111e+01,-9.628924864864867317e+00,-2.701559096396395603e+02
1.117416009009009414e+01,1.111389945945945179e+01,-2.403830474774773904e+02
-1.031822369369370129e+01,-1.396314648648649559e+01,-2.129907123423422490e+02
2.929370900900908570e+00,1.720609675675677508e+01,-1.840191420720721851e+02
-5.165488558558564591e+00,-1.385859243243242922e+01,-1.551600663963963598e+02
-5.370637207207209052e+00,2.010896972972975050e+01,-1.296223231531530757e+02
3.223014144144145110e+00,-1.094573837837837793e+01,-9.780099072072060551e+01
-1.126900477477477658e+01,1.666154270270270743e+01,-7.170822045045041193e+01
8.815524954954957693e+00,-6.026362702702707352e+00,-4.295020423423416389e+01
-1.537575072072071869e+01,1.102237243243242837e+01,-1.462400423423418694e+01
1.446366009009009979e+01,-1.573814054054057943e+00,1.484999576576581859e+01
-1.785603450450451390e+01,4.656975135135142274e+00,4.237706873873878521e+01
1.581640333333334425e+01,6.944591351351349751e+00,7.148558225225237095e+01
-1.523918045045044778e+01,-1.381330270270270333e+00,9.945326333333341040e+01
1.358414657657658253e+01,1.265234810810810373e+01,1.268187768468469443e+02
-8.400358828828828450e+00,-7.861197837837843316e+00,1.571278336036037047e+02
8.404681711711711856e+00,1.594113189189188340e+01,1.840899768468467812e+02
-2.088672342342338784e+00,-1.332002486486487314e+01,2.119974336036035822e+02
1.392454684684685251e+00,1.523449405405406232e+01,2.411654309009008159e+02
4.409579009009006789e+00,-1.784563567567566977e+01,2.697025146846846155e+02
-5.487169639639638774e+00,1.275472378378377591e+01,2.981066849549549147e+02
1.245107900900901043e+01,-1.663001675675674917e+01,3.264108876576578950e+02
-9.660866936936939098e+00,5.942607567567566029e+00,3.550029011711712883e+02
1.631981684684684097e+01,-1.355496540540542227e+01,3.818626849549551139e+02
-1.222122639639639274e+01,-4.811276216216212376e+00,4.123867903603603509e+02
